Nitrogen,Phosphorous,Potassium,Temparature,Humidity,Ph,Moisture,rainfall,Crop Type
40,58,15,29.46416042,87.60890009,6.978400282,57.08447897,43.15411472,mungbean
30,44,16,29.73013036,82.89166381,6.442335593,51.01339579,50.91511275,mungbean
1,59,23,27.46852989,87.17649,7.184398832,43.77503873,43.78420984,mungbean
9,48,22,27.77076285,87.09979549,6.402926221,54.84339258,49.50812624,mungbean
14,41,17,29.12939524,88.48312598,7.085982325,43.18793721,36.45012824,mungbean
35,52,19,27.10606808,89.89593328,6.698574085,41.52798285,37.45680611,mungbean
31,48,17,28.88078945,86.94206817,6.594739424,54.49446094,53.79732545,mungbean
4,41,20,28.14720892,83.8001509,6.647965508,47.80778086,37.44800463,mungbean
30,37,25,29.89129144,80.14487166,7.120032489,44.03567899,54.7960127,mungbean
9,35,20,27.41503453,80.98004661,6.91380932,46.81144176,40.53173216,mungbean
20,41,20,29.27308605,89.4875022,7.073048264,40.69883799,50.9246554,mungbean
37,50,23,29.65296893,88.48587386,6.5304707,40.35173376,56.01913159,mungbean
34,35,21,28.44524991,82.67639542,6.684381357,56.52887658,58.18713162,mungbean
14,37,15,27.96235681,83.97586797,6.581351374,40.32657867,48.9366954,mungbean
23,39,22,29.25649321,81.97952224,6.86483915,56.48446494,42.02483277,mungbean
5,45,21,28.36291385,88.00989267,6.487124217,46.26498757,43.05130077,mungbean
22,37,20,27.62749466,86.49366929,6.605733068,57.601619,39.26137642,mungbean
40,51,17,28.66086349,86.12194568,6.860602782,52.80852645,50.01534317,mungbean
27,56,20,29.2114218,87.11497805,6.41874299,43.12165765,51.53848218,mungbean
31,40,22,29.40889385,86.16063492,6.365513634,44.22823986,53.35486977,mungbean
38,36,21,28.02952623,84.8845732,6.556372966,51.04530215,36.12042927,mungbean
6,37,17,28.08657178,80.35005927,6.760694228,54.88626882,38.14476781,mungbean
6,47,18,29.16174608,80.28038146,6.715276663,47.61449695,40.16545979,mungbean
24,44,17,29.8596912,80.03499648,6.666380512,47.93372085,50.66487502,mungbean
25,59,19,29.06631494,83.6869203,6.626629798,57.58671988,43.95183726,mungbean
32,56,21,27.38538997,88.66663953,6.702772465,45.92716954,58.29933073,mungbean
8,45,18,27.93034941,85.42058715,7.011030515,52.21508958,43.25095608,mungbean
19,39,17,29.2808618,81.8009244,6.890156495,44.77552046,44.47427436,mungbean
39,37,15,28.9973145,83.78911515,6.821747052,53.60942617,59.84499208,mungbean
33,37,19,27.92678579,86.5543196,7.183189922,50.15562004,43.4826194,mungbean
26,54,17,28.5474135,88.9570454,6.27258822,41.16241797,49.4897245,mungbean
21,51,15,29.36488409,89.1886954,6.679127482,45.80072482,48.30159325,mungbean
22,54,20,28.56149805,83.63802195,6.689825155,56.13247325,41.013132,mungbean
29,45,16,28.43683487,87.91332682,6.583381939,59.77019976,43.12063289,mungbean
4,40,21,28.79728147,80.45744422,6.725551062,58.69664994,44.30070517,mungbean
10,37,22,28.7275267,89.12760359,7.069747814,52.48898365,58.52974279,mungbean
4,44,19,27.95639663,83.52706038,6.921993878,56.08806684,43.25726752,mungbean
20,45,17,28.17458662,83.69659318,6.770955317,54.23578313,37.2464655,mungbean
23,45,23,28.77653519,86.69133979,6.983130466,52.03190024,56.12443206,mungbean
25,48,21,28.438097,83.48991368,6.267684328,48.32842233,52.55469976,mungbean
56,79,15,29.48439992,63.19915325,7.454532137,59.88188208,71.89090748,blackgram
25,62,21,26.73433965,68.13999721,7.040056094,51.55307415,67.15096376,blackgram
42,61,22,26.27274407,62.28814857,7.418650668,63.33962973,70.23207557,blackgram
42,73,25,34.03679184,67.21113844,6.501869314,54.50891473,73.23573601,blackgram
44,58,18,28.03644051,65.06601664,6.814410928,60.19883321,72.49507741,blackgram
50,55,16,28.81460716,65.33538112,7.581442888,60.13038193,62.26242533,blackgram
35,72,21,34.03619494,64.28791388,7.741418772,69.78458351,66.85510868,blackgram
30,64,20,33.8642935,61.57072498,6.573531614,57.3362214,68.02199825,blackgram
27,64,21,32.84213012,68.68401492,7.543804223,68.54849268,73.67166182,blackgram
50,74,17,27.10053268,63.36085585,6.5408208,57.29782909,73.84949872,blackgram
39,73,24,25.65842532,61.18235808,7.22405917,55.39580481,69.28607828,blackgram
57,67,25,32.34744009,66.61452812,7.551364319,62.31186425,64.55882254,blackgram
52,63,19,29.58949031,68.32176769,6.928898659,68.98776087,67.53021213,blackgram
55,66,22,30.91219459,68.79427388,7.747775263,68.87934226,66.63830637,blackgram
51,56,18,28.12787838,64.2097765,6.706505915,65.65479407,70.86340755,blackgram
36,66,15,30.08545364,69.34811988,6.668238556,68.12559922,67.1367443,blackgram
59,55,19,31.74379487,62.51007687,7.332375138,57.78582205,68.97097538,blackgram
50,58,23,27.81326852,62.50460464,7.596802025,65.52333282,69.75555541,blackgram
30,65,25,32.88733849,64.59457409,7.70650895,59.9342033,71.50569456,blackgram
20,62,18,29.36358721,64.98742947,7.366542647,53.63629824,61.91208707,blackgram
58,71,15,27.82592799,67.5861883,6.919243702,60.49298663,74.01229707,blackgram
25,71,24,28.49538735,60.44848407,7.187721818,69.16111756,74.91559514,blackgram
52,71,16,27.74274761,68.53997144,7.075886472,57.87828301,71.78615328,blackgram
40,63,18,30.41588462,67.66323804,6.74441168,62.41066298,63.02473185,blackgram
20,60,25,27.3254209,69.09047809,6.726469088,64.02750213,61.19250859,blackgram
48,61,21,30.28496619,61.69295127,6.628264883,55.62483154,65.62859526,blackgram
49,68,22,28.56840626,61.53278622,7.127064207,50.33352221,63.49726331,blackgram
48,62,15,25.36586097,66.6379724,7.538631462,65.18831749,65.81655892,blackgram
32,66,17,34.9466155,65.26774011,7.162357641,68.60152792,70.1415139,blackgram
21,63,22,25.09737391,67.72837887,6.859409487,56.48028196,74.61649888,blackgram
20,72,19,32.47648301,64.34848735,7.397190844,66.19743891,65.820457,blackgram
25,65,21,33.86351172,68.59232289,6.880245789,62.84561087,69.24464096,blackgram
41,78,21,25.19857725,60.37332688,6.581313137,58.73832497,70.88787207,blackgram
53,67,17,31.77681682,69.01852894,7.296972161,61.14738349,61.46892873,blackgram
39,60,21,34.89814946,63.59948557,6.97297656,54.23349581,64.72797143,blackgram
25,76,17,31.74105409,68.63525428,7.241148507,67.81256048,62.3061735,blackgram
21,78,19,27.16159076,66.76017239,6.92009048,65.47588942,69.85112265,blackgram
57,60,17,26.23773129,67.88521396,7.504608385,56.47961075,73.58663968,blackgram
56,75,15,30.20157245,60.06534859,7.152272256,59.56531637,66.37171179,blackgram
49,72,15,31.55846339,67.83563765,7.137004749,62.44080157,74.86960831,blackgram
24,80,19,29.67892453,69.0854554,6.808041722,62.44843081,65.66436565,blackgram
49,76,18,27.05365239,67.7017527,7.393631868,65.91852473,60.4693835,blackgram
28,68,19,34.63880966,61.38597868,7.69950698,58.40537556,72.43169115,blackgram
55,78,21,33.39438752,62.93692886,6.602888249,68.08490841,63.57445989,blackgram
50,64,25,28.84079155,63.37230676,6.734447425,60.32922506,70.25496749,blackgram
34,80,19,31.49338309,63.0563645,6.521217963,53.40119876,71.48327008,blackgram
20,68,23,25.54960633,63.95425534,7.707332484,62.56962121,63.1830529,blackgram
55,67,16,34.37329112,69.69366426,6.596719015,52.01355368,70.27184748,blackgram
23,70,15,34.6008247,63.11296779,7.403623355,56.325957,60.41790253,blackgram
53,74,15,29.43463808,64.94329356,7.517097,62.09188632,72.17818157,blackgram
26,67,16,29.10713092,67.90577375,7.17620823,50.38855527,67.83345933,blackgram
33,80,22,28.57006111,65.71765781,6.593961761,52.76450332,70.0866434,blackgram
37,79,19,27.54384835,69.3478631,7.143942758,69.73993238,69.40878198,blackgram
33,75,21,33.04687968,68.93875631,6.690655045,64.03337663,62.30278274,blackgram
22,55,20,33.95309131,69.96100028,7.423530351,53.96812973,61.16350463,blackgram
20,68,17,30.11873003,60.11680815,6.578714843,63.87210284,71.72980375,blackgram
43,68,20,29.57812712,66.17587668,7.497469256,56.90208449,69.43895491,blackgram
44,76,22,27.26458947,68.01232937,7.775306272,69.66456569,68.91754359,blackgram
34,60,16,31.35730791,64.24992106,7.322555223,52.77025503,63.85668948,blackgram
21,72,17,31.52104732,66.55723677,7.580527339,66.49855455,61.71111448,blackgram
25,68,19,29.39982732,64.25510719,7.108450121,61.22185108,67.47677295,blackgram
41,62,15,29.38400259,64.14928485,7.358974541,58.38317894,65.24194361,blackgram
28,65,23,28.38686534,61.88871127,7.405176138,54.78568888,74.24459122,blackgram
35,64,15,28.47442276,63.53604453,6.500144962,58.46878824,69.5274407,blackgram
52,58,16,30.64095781,61.14508627,7.167435834,66.86541585,71.36947525,blackgram
58,75,25,25.25596239,61.36669662,7.261791753,66.73728757,68.64685069,blackgram
34,66,19,32.97030511,60.18122078,7.586642101,58.75432436,73.44678678,blackgram
52,70,16,33.66855394,66.60416867,7.534811833,59.65095882,67.32520551,blackgram
23,57,19,32.83963757,67.99803573,7.251000789,69.8159002,73.40452716,blackgram
42,58,25,27.45853567,62.90020977,6.513620918,62.45525069,69.46020927,blackgram
37,62,17,25.68576704,69.84354028,7.121254928,58.31751243,74.62068748,blackgram
44,75,22,30.0328403,64.14800537,7.574561547,62.58375867,71.21006868,blackgram
21,80,20,28.20667264,68.27085245,7.350869792,65.07789489,64.32887142,blackgram
56,76,16,28.27265858,61.18956161,7.513151076,60.09918417,63.29900785,blackgram
29,76,15,28.5417236,64.2020154,7.025607706,53.08886047,69.68862306,blackgram
43,61,20,26.87187036,61.61367264,6.804253866,54.65157075,63.51822045,blackgram
55,60,15,32.79766751,68.77994074,7.163043872,66.72628172,64.11411069,blackgram
44,63,15,26.42333018,64.51136845,7.338929556,65.95765253,63.46546487,blackgram
29,67,21,29.79181107,63.38789228,6.621323612,65.32386042,63.02169909,blackgram
47,63,16,27.44003279,67.10464369,6.661870999,53.48241763,72.50669768,blackgram
40,68,17,34.1262979,65.14877461,7.733149554,54.4022111,70.40795007,blackgram
58,61,15,30.94908189,64.23364112,7.402891666,56.67855173,62.78730907,blackgram
41,74,18,28.75751783,61.02701476,6.599147298,63.47364384,73.37686831,blackgram
58,79,17,27.24766491,66.10123083,7.04174124,52.9147241,62.31842057,blackgram
27,62,24,28.63005477,66.770943,7.353876754,58.77004429,62.2737345,blackgram
27,60,17,26.41768321,63.64698302,7.026795359,62.52633152,64.42177127,blackgram
52,65,20,32.81705216,66.15665137,6.814301033,67.48311695,68.83924882,blackgram
44,55,25,29.6321052,65.91359954,7.42160832,61.70634343,71.16331975,blackgram
21,62,24,33.49077065,62.73317204,6.847382891,56.81335455,65.45328463,blackgram
60,59,22,31.86847286,66.74217464,7.191522601,68.66561439,74.22238583,blackgram
33,77,21,30.32992227,65.62971858,7.01285529,53.21289315,71.64631281,blackgram
59,58,17,28.546224,66.31394098,7.368318809,66.37385546,62.83469851,blackgram
29,63,17,30.02629908,67.88811637,7.26154329,50.26821727,66.47264636,blackgram
59,63,18,31.65531175,60.13263713,6.52669158,69.74975637,66.69096751,blackgram
29,70,15,30.33499674,63.54718862,6.872594461,66.18524145,74.16699119,blackgram
58,73,16,33.36984395,65.67718163,6.874142175,55.49216829,64.89517488,blackgram
55,77,22,31.4345059,62.99303471,7.76061831,56.79196521,64.77651469,blackgram
42,79,23,27.71678273,63.29103387,6.781841984,63.28697994,68.56507978,blackgram
44,77,21,32.63918668,61.3009051,7.326980454,57.37930771,61.83876146,blackgram
38,62,25,32.7477393,67.77954584,7.453975408,58.12231894,63.37784443,blackgram
32,76,15,28.05153602,63.49802189,7.604110177,40.85728211,43.35795377,lentil
13,61,22,19.44084326,63.27771461,7.728832424,50.87559469,46.83130119,lentil
38,60,20,29.84823072,60.63872613,7.491217102,49.00024418,46.80452595,lentil
11,74,17,21.36383757,69.92375891,6.633864582,40.92251753,46.6352865,lentil
37,71,16,26.28663931,68.51966729,7.324863481,59.03097062,46.13833007,lentil
29,71,18,22.17499963,62.13873825,6.410441476,42.36374671,53.46622584,lentil
2,72,18,26.57597546,60.97876599,7.836719564,59.24917905,50.89110726,lentil
6,59,21,26.58972517,66.14007674,6.139215944,52.79512554,50.90994463,lentil
13,64,20,19.1345771,62.57526895,6.590571088,53.54435746,36.46946971,lentil
8,58,17,28.75273118,69.15640149,7.286049978,56.84370312,35.15426171,lentil
6,77,20,25.78746268,60.2816298,6.058306161,44.83886008,49.14337177,lentil
2,75,22,23.89271875,61.78779413,6.658605362,53.40482778,52.55730112,lentil
3,69,23,28.67408774,63.18832976,7.299360767,59.16093754,42.96018627,lentil
27,80,24,28.42062847,61.77336343,7.815210661,55.22984486,49.02366803,lentil
39,78,15,21.35499456,62.60136323,5.925391795,40.85019127,41.78219834,lentil
40,79,17,21.12695586,63.18738532,6.403683619,52.96724655,38.71834464,lentil
37,62,22,24.02037872,61.62313345,7.397546271,59.81938343,49.78102578,lentil
31,60,24,25.40474421,65.8567539,7.722335992,56.4175939,51.92057267,lentil
22,67,22,29.03017561,64.49166566,7.475926645,46.70268721,54.9393771,lentil
3,78,18,20.21368219,68.65257685,6.887130053,46.41355699,50.89732989,lentil
4,80,16,29.19585548,68.01965728,7.441976825,59.61495742,44.93261911,lentil
13,61,24,18.29783597,69.6897615,7.629910253,50.62838908,49.39111479,lentil
12,66,20,27.41434987,63.41785982,7.336117221,46.14624967,44.43177543,lentil
4,61,21,24.84063998,60.09116626,6.75020529,40.95081026,48.77790371,lentil
9,60,21,29.94413861,67.31323084,7.52178027,52.6089863,40.37113729,lentil
18,66,22,25.87990287,67.55109024,6.347379185,46.80059408,47.89645224,lentil
32,56,18,20.0467711,65.84395319,7.135251532,53.02941882,46.05333124,lentil
6,72,15,22.99451999,66.70897237,7.670178119,53.98104671,54.49044154,lentil
15,77,20,25.13163619,66.92642362,7.399749291,56.60870533,49.04015558,lentil
0,65,24,28.49584395,62.44616219,7.841496029,53.59033972,53.14531023,lentil
30,79,22,18.28766124,69.48515056,6.254216611,58.97808203,48.60449438,lentil
3,63,16,24.38041875,61.18458224,6.868881708,53.58324547,53.13946695,lentil
2,78,23,21.31852148,66.43934593,7.320514721,58.69198853,45.42616802,lentil
10,78,18,18.54141834,62.70637578,6.296976913,52.11946316,44.07819743,lentil
14,67,25,25.28710601,60.85993533,7.241151936,54.84000128,49.37369982,lentil
39,65,23,25.43459777,69.12613376,7.685959305,56.04685984,41.02682925,lentil
19,72,15,28.83600962,69.76112921,6.890760124,42.77019564,44.08562546,lentil
18,57,21,27.37659643,63.93927841,6.155915975,56.24650143,49.47371773,lentil
31,58,15,28.31886863,60.19461399,6.167855382,57.82838041,45.36521251,lentil
28,58,25,27.4818649,62.04814951,6.861640036,58.45505338,37.81123974,lentil
5,65,19,18.28072173,68.10365387,6.978361689,48.07771481,48.80253285,lentil
16,65,19,27.61204997,69.29786244,7.043160241,48.41461383,42.72374404,lentil
34,65,19,23.43974653,63.22011726,5.94239222,51.98912175,45.40277297,lentil
14,69,19,20.95628486,63.68128841,7.239455147,51.53471566,52.39881209,lentil
22,55,16,23.7937153,68.03209183,6.516317561,48.14691833,49.73922097,lentil
24,61,17,22.6371424,65.44544859,6.233269045,51.9642006,38.30411077,lentil
2,79,15,21.53577883,65.47227704,7.505283615,57.09216546,35.75107592,lentil
26,63,17,29.87854588,65.73085206,6.950300686,40.25084674,44.95654782,lentil
27,61,15,25.2653291,67.10004577,6.958054839,57.55709313,48.33941188,lentil
24,70,16,25.17885316,68.93307305,6.54803469,57.69415082,35.03484812,lentil
13,74,25,24.12192608,61.09533545,6.461618577,41.72071808,44.23629285,lentil
6,64,23,23.33565221,67.40460704,7.065264073,56.13524288,36.18678721,lentil
12,58,23,21.74600081,63.39503184,6.765091462,59.75426128,50.43306085,lentil
32,79,22,27.60195453,63.46170674,5.91645379,41.32321285,54.37814199,lentil
6,68,18,24.388717,62.50453062,6.711341147,42.73428969,47.26052494,lentil
10,79,20,24.98287462,66.895409,6.379881442,58.26640078,38.21370568,lentil
38,77,22,28.234829,69.3159965,6.313284268,49.5863313,35.36831423,lentil
17,74,17,26.03026959,69.55863145,7.393210848,43.91329682,37.11395801,lentil
26,68,24,28.04849594,64.07691942,7.504930973,55.85214675,37.15824966,lentil
23,75,17,24.87425505,64.00213929,7.198076286,41.74816733,48.28137482,lentil
32,78,22,23.97081395,62.35557553,7.007037515,41.60209118,53.40906048,lentil
19,79,19,20.06003985,67.76252583,6.677262562,43.79286169,42.89509057,lentil
22,60,18,19.59221047,61.28633405,6.74398035,49.22003555,41.7704893,lentil
28,69,16,29.77013109,66.29327012,6.547361618,58.64300576,35.69674138,lentil
1,67,21,27.52135365,60.53657684,6.551577598,47.10095184,48.06491307,lentil
12,67,23,25.62896213,63.14909763,6.585020303,47.11394904,45.49683991,lentil
36,67,20,20.39078312,60.47528931,6.924042372,42.18986133,53.31508572,lentil
28,70,21,25.39038396,60.4989659,7.437373666,42.57792669,39.18374505,lentil
12,71,19,24.91079638,60.71367427,7.142611056,59.22104124,42.19740397,lentil
22,68,16,27.70496805,63.20915034,7.74672376,59.86627504,37.46160727,lentil
26,66,22,18.06486101,65.1034354,6.300479414,59.77813486,51.54922825,lentil
16,65,16,18.13027797,62.45851612,6.078724107,55.3346895,50.6128521,lentil
14,59,22,23.82723528,67.89815262,6.76660668,48.46596641,46.90725077,lentil
33,59,19,23.19305333,62.74710773,7.641024177,51.00495311,49.55213308,lentil
21,63,17,25.08966129,68.17543102,6.559681838,56.81235026,41.45486619,lentil
0,69,21,25.86928193,61.88321072,7.072923306,45.13952629,36.68284038,lentil
10,75,17,18.43966037,68.05394959,7.732194788,40.45392634,39.00992137,lentil
30,61,18,27.14911056,67.02664337,6.157782589,51.94759679,52.50812701,lentil
0,74,17,23.33375853,64.50515776,7.240988401,48.92633501,47.01510708,lentil
35,74,22,26.7230014,62.96841833,6.898905799,45.17682759,42.87274897,lentil
7,63,24,19.55750776,64.45268309,6.818681086,54.70009913,53.04669416,lentil
9,56,17,26.13708256,66.7729209,6.261937875,40.86894934,46.48280681,lentil
14,74,15,27.99990346,65.57653373,6.493036868,57.06253187,49.94043064,lentil
14,76,20,29.05941162,62.10652364,7.042474679,46.18364569,36.5011366,lentil
36,65,16,25.71269843,64.1123333,7.692013657,42.33597809,50.17067771,lentil
28,67,21,21.79792649,63.73086065,6.250994223,40.8227411,46.62370222,lentil
28,79,16,24.70626432,60.26854183,6.052184881,49.01036607,53.12442925,lentil
40,61,22,20.94981756,65.8108757,7.002216044,45.21033451,44.23913012,lentil
10,70,19,24.84918386,68.98088448,7.272427638,49.82041733,41.61080544,lentil
12,80,19,21.91041045,65.21662467,5.962001484,55.6095387,36.10211371,lentil
37,77,20,25.93381964,68.70533022,7.080506001,53.12152333,51.02372773,lentil
0,67,22,29.82112112,69.4073209,6.593798387,51.33477886,51.56461082,lentil
7,73,25,27.52185591,63.13215259,7.28805662,51.63156277,45.20841071,lentil
10,56,18,27.99627907,68.6428593,7.32710972,41.10045383,46.10585191,lentil
39,70,15,20.76774783,63.90164154,6.366355781,57.40377898,47.9271552,lentil
26,56,22,23.05276444,60.424786,7.011121216,50.72979813,52.60285259,lentil
9,77,17,21.65845777,63.58337146,6.280725549,42.40991579,38.07659414,lentil
4,59,19,26.25070298,67.62779652,7.621494566,49.59065165,40.8106299,lentil
34,73,15,20.97195263,63.83179889,7.630424083,50.85370733,53.10207889,lentil
33,77,15,23.89736406,66.32102048,7.802212437,41.20442191,40.74536757,lentil
2,24,38,24.55981624,91.63536236,5.922935513,53.89766904,111.9684622,pomegranate
6,18,37,19.65690085,89.93701023,5.937649578,47.24062087,108.0458926,pomegranate
8,26,36,18.78359608,87.4024767,6.804781106,40.50261065,102.5184759,pomegranate
37,18,39,24.1469628,94.5110662,6.424670614,51.18113606,110.2316633,pomegranate
0,27,38,22.44581266,89.90147027,6.738016221,41.50845011,109.3905998,pomegranate
31,25,38,24.96273236,92.40501423,6.497366677,44.90319011,109.4169192,pomegranate
21,21,38,22.5526059,89.3259486,6.327673765,40.21851418,104.8955643,pomegranate
6,30,40,22.77035608,91.45498527,6.36137446,49.47802188,106.9659201,pomegranate
25,27,41,19.20090378,94.27659596,6.923509371,46.06219378,108.0423555,pomegranate
15,11,38,23.12808226,92.68328358,6.630646083,40.00213026,109.3930157,pomegranate
14,5,36,24.92639065,85.19098079,5.832525853,58.48671242,104.7693804,pomegranate
16,10,41,24.77464458,85.63608688,6.738993954,47.14860476,105.7595811,pomegranate
36,7,37,19.8671184,86.35590206,5.782435567,47.95894899,108.3168858,pomegranate
4,20,41,24.26601316,93.7974061,6.537042717,41.63292722,104.5375109,pomegranate
29,22,40,23.62600218,89.73266695,6.145104401,53.40894408,107.6836871,pomegranate
16,15,42,19.67832052,89.08935702,6.890784045,54.77201937,108.5468633,pomegranate
18,27,41,22.36509395,92.30882391,7.175344328,59.94623028,104.8216333,pomegranate
11,18,42,21.57936934,94.88267728,5.938528744,40.03404626,102.8593382,pomegranate
5,15,38,18.26233221,88.16779129,5.709380472,54.51807799,108.0756727,pomegranate
18,23,44,23.71028128,89.61794165,6.184400085,59.43655065,105.6499907,pomegranate
9,8,40,22.48720144,89.9224883,6.553509673,43.62172118,111.6631582,pomegranate
40,27,45,21.6602498,94.79397419,5.885638185,40.96942157,112.4349689,pomegranate
22,23,44,20.13037175,89.31505137,6.143874691,54.7621518,107.3416913,pomegranate
9,16,39,18.41164435,91.11927248,6.101198974,56.01256106,105.1834976,pomegranate
12,29,40,19.68291173,89.75272999,6.594037135,53.72503859,111.2818551,pomegranate
0,17,42,23.20242586,91.19442671,6.859840821,47.42570905,109.0946323,pomegranate
2,21,44,18.92157197,87.31290342,6.56893406,42.65614778,102.8013275,pomegranate
28,6,40,22.10621387,91.34039616,6.769855664,45.33016484,106.8704803,pomegranate
8,23,44,18.47412402,89.68919664,7.130837931,45.29065145,108.4758509,pomegranate
29,16,36,19.81069447,88.92944254,5.740338002,57.71985507,102.860084,pomegranate
17,18,43,24.4880844,90.83687246,5.843005428,52.47521306,103.1969341,pomegranate
34,21,42,18.75927679,89.93457597,6.648687274,42.23131138,111.0196744,pomegranate
21,23,42,19.54128063,90.29751796,6.902751061,44.22239423,104.3739878,pomegranate
25,17,40,18.91251245,87.74938524,6.608023872,53.4603157,111.2800516,pomegranate
8,25,36,19.91330523,94.95031368,6.828522375,59.45412726,104.0277061,pomegranate
26,18,42,19.72620525,89.64934166,6.910374919,47.40928275,108.2287276,pomegranate
4,19,42,23.83185873,87.84034604,6.306605528,46.73684167,111.2232716,pomegranate
36,24,41,24.94467632,94.25702672,7.009180374,46.39915908,103.8799347,pomegranate
5,24,40,24.692258,93.87030088,6.297907579,41.2547416,104.6735454,pomegranate
19,17,39,24.72485577,85.56083187,6.728599215,57.64412039,111.2787584,pomegranate
39,30,38,20.12644921,87.59629625,6.965156738,55.39698097,108.065579,pomegranate
5,29,44,21.02432943,93.0569505,5.578095745,58.44482649,104.7847006,pomegranate
4,24,43,22.40423537,88.1508343,7.199504273,49.31570722,109.8695196,pomegranate
38,21,35,20.33691147,89.38003827,5.841367187,46.23203029,110.9653137,pomegranate
37,11,36,24.24779615,85.56033312,6.710143266,58.21153762,106.9216033,pomegranate
9,25,41,24.81530144,91.90842992,5.972714857,51.87496071,109.2853418,pomegranate
29,22,43,19.66329768,87.95158129,5.561851831,57.9427773,106.0380805,pomegranate
5,21,38,22.43377991,90.3396556,6.107054808,43.40559321,112.459697,pomegranate
22,26,38,22.92052307,85.12912161,6.988035315,42.35233411,110.2437841,pomegranate
4,18,37,22.91843172,85.40695044,7.13147457,47.36129227,106.2817706,pomegranate
21,6,41,24.88244467,89.39686219,7.086947687,53.32026677,107.1951707,pomegranate
29,21,45,23.40981539,93.13277,6.749260456,43.88494446,105.2240743,pomegranate
23,5,44,21.20725375,94.26304717,7.16300467,57.91900213,107.5660804,pomegranate
13,7,43,18.20230419,91.12282162,7.013481515,42.56827881,109.6623974,pomegranate
5,13,37,22.34375696,89.7870345,5.648243649,59.98311904,103.3183074,pomegranate
27,24,41,24.32770134,90.88292835,6.610251186,58.85637747,110.4606459,pomegranate
7,23,35,19.75088482,88.71691157,7.054313823,45.02701637,102.5538035,pomegranate
12,20,39,19.86173586,86.19740917,6.026999326,49.12578539,111.0217929,pomegranate
4,19,43,18.07132963,93.14554876,5.779427402,43.71256769,106.3602023,pomegranate
3,9,45,23.89162561,89.61850203,6.535244251,58.38540046,104.617522,pomegranate
1,27,36,23.98598756,93.34236582,5.684995235,54.92600568,104.991282,pomegranate
23,30,44,20.93892916,85.42912869,6.12476108,40.43613681,103.0295938,pomegranate
24,21,42,20.82210727,87.22815682,6.999014379,51.85739719,109.4429934,pomegranate
13,30,37,20.86474944,91.61793636,6.277148771,43.51192059,106.8685636,pomegranate
40,11,44,24.45840036,86.10874614,6.322396027,54.28913772,111.3779693,pomegranate
21,9,40,24.51147697,90.64498715,5.956401828,57.72249011,105.6209954,pomegranate
3,27,44,24.56811204,92.03009222,6.591302797,44.65998097,110.9633894,pomegranate
40,29,42,24.63228709,89.01574455,7.104094929,43.82227332,110.6956184,pomegranate
14,25,40,20.07386547,90.97819712,6.407872061,47.51976817,103.7084055,pomegranate
38,14,37,21.80523051,94.63612858,6.658402594,56.42310262,102.6488846,pomegranate
34,9,36,22.8122645,86.34233767,6.276038961,49.53937315,110.4432293,pomegranate
32,14,37,22.73031253,88.48567856,6.825256236,42.11216831,104.6843243,pomegranate
18,21,35,23.2801227,94.94330457,6.368560522,48.46223498,111.1382096,pomegranate
8,23,38,19.30106297,87.1775172,7.005410734,48.46255915,105.4766591,pomegranate
15,6,41,19.0087067,88.83768149,6.897368477,45.86020139,108.6793978,pomegranate
0,5,36,24.35193812,90.88612388,6.152906502,41.03597249,105.529185,pomegranate
22,9,44,24.72235539,88.87651295,5.744361602,58.70112505,112.1926517,pomegranate
14,8,43,21.92513945,94.46485312,7.051654924,57.53960375,111.7162016,pomegranate
31,11,45,24.83954414,86.88738076,6.034612928,45.45034445,107.6435771,pomegranate
39,17,45,18.09691127,90.42177379,6.924490731,42.9442263,104.88189,pomegranate
10,5,42,20.24104904,91.08706822,6.887005997,48.7459419,109.2537734,pomegranate
8,28,38,23.22594,94.42971362,6.8444019,59.54046227,105.6917856,pomegranate
32,13,42,23.50128217,92.97527546,5.786058032,48.45319575,106.61905,pomegranate
18,9,40,19.44623085,89.02127045,5.627186257,44.16109468,106.1606833,pomegranate
20,27,41,20.51343484,92.51675903,5.700088663,59.84386879,110.5764023,pomegranate
39,25,36,18.90223032,94.99897537,5.567805185,44.12262088,107.6103211,pomegranate
20,7,45,18.90592319,89.24126808,6.077886012,44.54654853,112.4750941,pomegranate
11,10,45,22.63045168,88.45577158,6.397995609,59.50773018,109.0357597,pomegranate
40,18,43,19.38603815,86.79058496,5.767372539,44.65642029,109.9130984,pomegranate
3,26,39,24.38318965,91.19431555,7.079973241,41.55257307,103.6012114,pomegranate
9,16,36,23.77989026,92.93386903,5.893332378,48.49427043,106.977723,pomegranate
30,20,38,22.59890174,93.16343942,7.058222596,51.72097677,110.0932899,pomegranate
40,9,41,24.37766782,85.4017118,5.78270695,45.54278916,106.128338,pomegranate
40,30,35,20.89273273,91.07776977,6.269663963,51.63012069,104.4407083,pomegranate
32,25,35,18.09903225,85.70786282,5.892913826,46.85983478,107.0050976,pomegranate
33,23,45,20.00218987,85.83618191,7.116538883,50.11621126,112.337046,pomegranate
4,14,41,19.85139326,89.80732335,6.430163481,49.39356946,102.8186358,pomegranate
13,17,45,21.25433607,92.65058936,7.159520979,55.30460573,106.2784673,pomegranate
39,24,39,23.65374106,93.32657504,6.431265737,56.08258587,109.8076178,pomegranate
8,28,37,23.88404783,86.20613842,6.082571701,52.91727732,108.3121789,pomegranate
